HR,RA(J2000),DEC(J2000),Double.Name,Teff(K),Error_Teff(K),logg,Error_logg,[M/H],Error_[M/H],standard_B,Error_standard_B,standard_G,Error_standard_G,standard_R,Error_standard_R,STC_B,STC_G,STC_R,STC_L,Parallax
2714,107.9660833,-0.4927667,---,8998,2,3.263,0.089,-0.5,0.232,4.001,0.007,4.092,0.008,4.209,0.008,4.0084,4.087,4.2719,3.2455,8.49
1135,56.2984669,42.5785508,---,6339,47,1.83,0.118,-0.267,0.143,3.905,0.012,3.781,0.009,3.707,0.008,4.007,3.7932,3.6863,2.9749,5.86
1087,54.1224158,48.1926331,---,13889,164,4.067,0.178,0.0,0.365,4.035,0.01,4.188,0.011,4.352,0.011,4.0069,4.1768,4.4378,3.3166,5.59
3323,127.5661278,60.71817,---,5205,35,2.744,0.373,-0.068,0.135,3.795,0.013,3.442,0.01,3.201,0.01,4.0047,3.478,3.1197,2.6468,17.9335
6484,260.9196583,37.1467889,HR6485,9440,74,3.521,0.068,0.034,0.368,4.001,0.009,4.103,0.01,4.229,0.012,4.0034,4.0973,4.2973,3.2532,8.9108
8430,331.752775,25.3451125,---,6570,42,4.184,0.106,0.0,0.133,3.893,0.01,3.755,0.009,3.673,0.009,3.9992,3.7696,3.6495,2.9509,84.0054
811,41.0306219,-13.8586981,---,12465,168,4.051,0.176,0.5,0.0,4.022,0.012,4.171,0.012,4.329,0.013,3.9988,4.1624,4.4129,3.3015,8.4022
3454,130.8061458,3.3986631,---,16956,208,4.5,0.106,0.5,0.0,4.034,0.008,4.214,0.009,4.401,0.009,3.9941,4.2015,4.4981,3.3324,5.56
5062,201.3064078,54.9879597,---,8244,57,4.0,0.051,0.001,0.414,3.942,0.011,3.97,0.009,4.036,0.01,3.9918,3.9719,4.0789,3.148,39.91
4674,184.5867692,-79.3122419,---,13782,142,4.44,0.166,0.5,0.0,4.009,0.014,4.167,0.016,4.334,0.017,3.9839,4.1579,4.4227,3.2955,10.93
8974,354.8368814,77.6322744,---,4817,32,3.193,0.319,0.2,0.069,3.729,0.012,3.288,0.011,2.969,0.011,3.9789,3.3445,2.8634,2.4771,72.5167
1156,56.5815578,23.9483558,---,12543,161,3.988,0.245,-0.54,0.328,3.999,0.012,4.138,0.012,4.293,0.011,3.9781,4.1276,4.3743,3.2727,8.58
322,16.5209981,-46.7184106,---,5120,26,2.599,0.227,-0.01,0.033,3.757,0.01,3.382,0.009,3.127,0.008,3.9772,3.421,3.0402,2.5864,0.12
8075,316.4867825,-17.2328617,---,9489,58,4.0,0.035,-0.5,0.023,3.961,0.01,4.054,0.011,4.178,0.012,3.9767,4.0502,4.2451,3.2121,20.11
2996,115.9519531,-28.9548256,---,7172,113,2.289,0.184,-2.5,0.0,3.941,0.011,3.935,0.007,3.959,0.008,3.9766,3.9364,3.9766,3.1028,0.59
8335,326.6983681,49.3095697,---,16176,471,3.982,0.26,0.0,0.371,4.013,0.01,4.181,0.01,4.358,0.009,3.9734,4.168,4.4489,3.3021,2.95
4167,159.3255831,-48.2256208,---,7299,75,3.947,0.101,0.134,0.167,3.894,0.015,3.834,0.012,3.819,0.011,3.9725,3.8424,3.8266,3.0243,37.26
4942,196.7276642,-49.906245,---,17998,1028,5.0,0.123,0.5,1.853,4.005,0.014,4.185,0.015,4.377,0.016,3.9685,4.1732,4.4769,3.3065,6.98
7340,290.4181642,-17.8471992,---,7701,76,3.566,0.086,0.216,0.1,3.901,0.01,3.892,0.008,3.921,0.01,3.9637,3.8967,3.9478,3.0757,25.69
8130,318.6978856,38.0453178,---,6723,60,3.688,0.168,0.0,0.162,3.868,0.012,3.755,0.01,3.693,0.008,3.9636,3.7676,3.6788,2.9487,49.16
2040,87.7399675,-35.7683097,---,4748,34,2.712,0.403,0.414,0.183,3.686,0.01,3.196,0.012,2.847,0.011,3.9582,3.2583,2.7328,2.3823,37.41
8628,340.1639197,-27.0436156,---,11581,83,3.5,0.139,0.497,0.0,3.983,0.013,4.126,0.013,4.276,0.013,3.957,4.1167,4.3553,3.2555,5.9219
2773,109.2856533,-37.0974711,---,3753,26,1.205,0.207,-2.0,0.267,3.623,0.011,2.859,0.011,2.297,0.009,3.9549,2.9769,2.1059,1.9409,4.04
6461,261.3249514,-55.5298853,---,4189,46,0.908,0.395,0.265,0.247,3.615,0.013,2.934,0.01,2.47,0.012,3.9537,3.0235,2.3186,2.0872,4.5601
6075,244.5803739,-4.6925094,---,4854,43,2.861,0.358,-0.149,0.156,3.717,0.011,3.3,0.01,3.008,0.01,3.953,3.3472,2.9085,2.4954,30.64
8115,318.2341081,30.2269156,---,5058,28,2.308,0.339,0.2,0.114,3.711,0.009,3.302,0.008,3.021,0.008,3.9515,3.346,2.928,2.5054,22.79
100,6.5508408,-43.6798314,---,8053,65,3.68,0.083,0.0,0.182,3.903,0.008,3.926,0.008,3.986,0.01,3.951,3.9284,4.0251,3.1031,41.7228
1679,77.2865964,-8.7540808,---,22362,370,4.32,0.322,-2.0,0.695,4.003,0.011,4.196,0.011,4.397,0.012,3.9496,4.1806,4.5,3.3072,4.02
8502,334.625395,-60.2595906,---,4149,28,1.212,0.166,0.0,0.144,3.616,0.011,2.974,0.011,2.523,0.011,3.9395,3.0604,2.3741,2.126,16.33
6623,266.6146944,27.7206772,---,5682,46,3.784,0.292,0.409,0.106,3.752,0.009,3.467,0.008,3.269,0.008,3.9382,3.498,3.2048,2.6733,119.9248
1839,82.6960456,5.9481367,---,14158,154,4.5,0.12,0.5,0.0,3.964,0.01,4.125,0.01,4.294,0.011,3.9378,4.1154,4.3841,3.2523,10.77
3825,143.611045,-59.2297519,---,13567,226,3.876,0.182,-0.5,0.0,3.959,0.009,4.107,0.009,4.268,0.01,3.9312,4.0953,4.3515,3.2368,2.46
1756,79.8938503,-13.1767892,---,28188,797,4.766,0.339,-2.0,0.0,3.991,0.015,4.203,0.016,4.422,0.018,3.9277,4.1872,4.5335,3.3065,3.83
8976,355.1021153,44.3339325,---,10880,68,4.241,0.128,0.5,0.0,3.93,0.01,4.056,0.01,4.202,0.01,3.9245,4.0501,4.2813,3.1998,19.37
6869,275.3275022,-2.8988269,---,4885,39,3.547,0.318,-0.169,0.102,3.693,0.01,3.295,0.01,3.008,0.009,3.9206,3.3437,2.9101,2.4869,53.93
2343,97.2407756,20.212135,---,12811,111,4.0,0.083,0.5,0.0,3.942,0.01,4.095,0.01,4.255,0.011,3.9154,4.0856,4.3395,3.2229,5.99
4540,177.6738261,1.7647197,---,6148,34,3.981,0.189,0.162,0.089,3.776,0.011,3.579,0.009,3.45,0.009,3.9143,3.5988,3.4088,2.7812,90.8945
664,34.3286128,33.8471931,---,9281,54,4.0,0.035,0.0,0.739,3.887,0.009,3.974,0.01,4.092,0.011,3.9069,3.9709,4.1574,3.1345,29.04
5778,233.2324256,31.3591322,---,13613,585,4.212,0.24,0.5,1.853,3.933,0.012,4.091,0.014,4.257,0.014,3.9051,4.0818,4.3447,3.2182,8.69
7417,292.6803356,27.95968,---,4292,20,2.893,0.149,-1.106,0.296,3.647,0.016,3.165,0.014,2.799,0.011,3.8946,3.2329,2.6705,2.3265,7.51
4386,170.2841394,6.0293253,---,10248,47,4.0,0.014,0.5,0.0,3.894,0.009,4.013,0.01,4.152,0.011,3.8929,4.0072,4.2271,3.1589,14.82
4335,167.4158694,44.4984867,---,4587,30,2.08,0.233,0.012,0.111,3.616,0.01,3.113,0.011,2.763,0.01,3.8908,3.173,2.6455,2.2997,22.57
8558,337.2073292,-0.0205444,HR8559,6562,68,3.528,0.141,-0.211,0.142,3.793,0.013,3.669,0.01,3.596,0.009,3.889,3.6815,3.576,2.8607,34.4525
3547,133.8484422,5.9455653,---,4874,26,2.602,0.398,0.0,0.079,3.643,0.011,3.216,0.01,2.92,0.009,3.8868,3.2636,2.8201,2.4137,19.51
2085,89.1012208,-14.1676997,---,7236,48,3.939,0.123,0.0,0.139,3.804,0.01,3.74,0.009,3.722,0.01,3.8813,3.7485,3.7271,2.9296,66.8573
7525,296.5649178,10.6132614,---,4037,29,0.676,0.394,-0.157,0.27,3.538,0.014,2.84,0.013,2.355,0.014,3.8785,2.9349,2.1951,1.9784,8.26
3888,147.7473208,59.0387358,---,7211,99,3.347,0.073,-0.222,0.221,3.808,0.011,3.76,0.008,3.753,0.008,3.8773,3.7661,3.7622,2.9453,28.3783
4114,156.9697031,-58.7394031,---,6794,31,1.5,0.0,0.0,0.0,3.798,0.013,3.748,0.01,3.733,0.009,3.8754,3.7554,3.7377,2.935,2.43
7882,309.3872556,14.5950889,---,6699,104,3.615,0.106,0.318,0.128,3.763,0.012,3.638,0.008,3.566,0.01,3.8723,3.6526,3.5493,2.8366,32.33
3482,131.6938008,6.4188014,---,5557,31,2.719,0.197,-0.027,0.076,3.695,0.011,3.412,0.008,3.223,0.007,3.8723,3.4396,3.1585,2.6188,25.23
1983,86.1157953,-22.4483836,---,6390,47,4.024,0.15,-0.021,0.122,3.758,0.01,3.6,0.008,3.502,0.008,3.8721,3.6158,3.472,2.7972,112.296
2020,86.8211986,-51.0665114,---,8104,65,4.0,0.088,0.0,0.361,3.818,0.012,3.833,0.008,3.888,0.009,3.8719,3.8356,3.9262,3.0137,51.44
6927,275.2640939,72.7328478,---,6171,41,4.117,0.191,-0.444,0.1,3.754,0.01,3.578,0.009,3.465,0.01,3.8668,3.5949,3.4271,2.7725,124.11
1577,74.2484211,33.1660994,---,4014,20,0.611,0.172,-0.285,0.317,3.525,0.015,2.82,0.01,2.33,0.01,3.8657,2.9159,2.1669,1.9546,7.2491
2657,105.9395544,-15.6332861,---,12813,152,4.0,0.13,0.5,0.0,3.891,0.011,4.043,0.012,4.203,0.012,3.8638,4.0339,4.2879,3.1712,7.38
7869,309.3918,-47.2915008,---,4865,31,2.404,0.368,-0.057,0.082,3.618,0.011,3.188,0.01,2.893,0.01,3.8624,3.2355,2.7929,2.3871,33.17
269,14.1883839,38.4993439,---,8249,41,3.6,0.066,0.0,0.275,3.807,0.013,3.85,0.011,3.926,0.012,3.8472,3.8512,3.9729,3.0221,26.7046
6095,245.48006,19.1531283,---,7324,79,3.009,0.055,0.373,0.117,3.771,0.012,3.736,0.007,3.739,0.007,3.847,3.7431,3.7537,2.9243,16.93
5788,233.7005917,10.5386222,HR5789,7718,71,3.69,0.068,0.31,0.159,3.779,0.012,3.766,0.009,3.792,0.008,3.8452,3.7716,3.8181,2.9517,18.9725
3852,145.2876378,9.8923083,---,6514,41,3.271,0.074,0.499,0.056,3.716,0.01,3.563,0.007,3.468,0.007,3.8444,3.58,3.4429,2.7666,25.03
8775,345.9435728,28.0827872,---,3521,4,0.0,0.0,0.0,0.0,3.442,0.018,2.549,0.013,1.954,0.015,3.8374,2.6731,1.7633,1.6184,16.64
6027,242.9988986,-19.4607044,---,15169,228,5.0,0.0,0.0,0.059,3.852,0.01,4.006,0.011,4.178,0.012,3.8324,3.9963,4.2684,3.1401,6.88
5883,237.7397428,-33.6271653,---,10248,48,4.097,0.11,0.5,0.0,3.828,0.008,3.945,0.009,4.083,0.009,3.8293,3.9394,4.1584,3.0925,16.71
2553,102.4840353,-50.6145678,---,4573,39,2.028,0.48,0.237,0.23,3.541,0.009,3.012,0.01,2.642,0.009,3.8279,3.0769,2.5197,2.1943,17.92
5626,227.2109017,-45.2798597,---,17952,1336,4.493,0.08,-2.0,1.853,3.864,0.011,4.035,0.011,4.22,0.012,3.8273,4.0226,4.3155,3.1585,3.5406
8278,325.0227353,-16.6623075,---,7258,54,3.171,0.078,0.5,0.0,3.74,0.011,3.688,0.008,3.676,0.008,3.8258,3.6965,3.6862,2.8803,19.1037
580,30.8587758,72.4212939,---,9043,90,3.648,0.075,0.2,0.56,3.806,0.01,3.893,0.01,4.006,0.012,3.8231,3.8892,4.0692,3.0509,20.76
911,45.5698878,4.0897389,---,3746,9,0.942,0.103,0.5,0.02,3.448,0.009,2.629,0.008,2.065,0.011,3.8191,2.7477,1.8864,1.7193,13.09
7310,288.1387581,67.6615406,---,4897,28,2.857,0.498,0.059,0.115,3.577,0.01,3.155,0.01,2.859,0.008,3.8182,3.2032,2.7602,2.3515,33.48
8028,314.2934128,41.1671386,---,9174,74,3.338,0.048,-0.5,0.0,3.811,0.006,3.907,0.007,4.027,0.008,3.8161,3.9011,4.0924,3.0586,8.71
3757,142.8821197,63.0618614,---,6983,88,3.399,0.096,0.0,0.134,3.731,0.011,3.654,0.009,3.621,0.009,3.8142,3.663,3.6197,2.844,42.0904
219,12.2762111,57.8151878,---,5900,60,4.282,0.216,-0.329,0.158,3.674,0.012,3.454,0.009,3.309,0.007,3.811,3.4752,3.2598,2.6538,168.8322
8597,338.8390886,-0.1174969,---,11064,58,4.083,0.101,0.5,0.0,3.82,0.009,3.952,0.009,4.1,0.01,3.8092,3.9452,4.1797,3.0917,19.43
7590,300.1481483,-72.9105056,---,9498,22,3.832,0.073,0.0,0.043,3.793,0.01,3.891,0.011,4.016,0.012,3.8027,3.8859,4.084,3.0451,31.04
3487,131.5068497,-46.0415289,---,8367,43,2.3,0.126,-1.5,0.0,3.8,0.011,3.883,0.011,3.987,0.011,3.8013,3.8774,4.0426,3.0331,1.76
4802,189.4256825,-48.5413028,---,8998,26,3.69,0.061,-0.751,0.694,3.765,0.009,3.847,0.009,3.959,0.009,3.7834,3.8435,4.0211,3.0067,24.2953
5747,231.9572147,29.1057006,---,7768,34,3.97,0.042,0.5,0.0,3.708,0.007,3.687,0.007,3.707,0.009,3.7809,3.6935,3.7318,2.876,29.17
3786,142.6749983,-40.4667394,---,7459,48,4.213,0.102,0.5,0.0,3.688,0.01,3.631,0.008,3.618,0.009,3.7743,3.6405,3.6288,2.8246,53.15
7420,292.4264947,51.7297794,---,8087,108,3.504,0.071,-0.386,0.364,3.734,0.012,3.769,0.008,3.838,0.01,3.7739,3.7701,3.8804,2.9412,26.88
6746,271.4520339,-30.4240897,---,4978,31,2.215,0.289,0.5,0.0,3.507,0.012,3.047,0.011,2.729,0.009,3.772,3.1,2.6264,2.2465,33.67
4689,184.976475,-0.6667944,---,8989,29,3.595,0.048,0.5,1.112,3.753,0.008,3.838,0.008,3.949,0.009,3.7709,3.836,4.0115,2.9969,13.1692
6324,255.0723908,30.9264044,---,10020,63,4.167,0.14,0.5,0.009,3.76,0.009,3.869,0.009,4.003,0.009,3.7667,3.8648,4.0766,3.0209,21.04
7852,308.3032164,11.3032614,---,13019,135,4.123,0.142,0.5,0.0,3.791,0.01,3.944,0.01,4.106,0.01,3.7648,3.9351,4.1914,3.0727,9.87
6859,275.2485147,-29.8281017,---,4236,21,1.025,0.305,-0.072,0.165,3.44,0.013,2.813,0.013,2.385,0.012,3.7608,2.8917,2.2423,1.9783,9.38
3314,126.4151333,-3.9064217,---,9507,50,4.0,0.016,0.5,0.371,3.745,0.009,3.843,0.01,3.966,0.011,3.7594,3.8395,4.035,2.9989,26.66
5993,241.7017789,-20.6691917,---,19004,137,5.0,0.0,-0.251,0.0,3.789,0.01,3.964,0.011,4.153,0.012,3.7542,3.9517,4.2514,3.0878,6.92
1251,60.7890819,5.9892997,---,9188,65,3.896,0.086,-0.5,0.0,3.731,0.008,3.815,0.008,3.932,0.009,3.7501,3.812,3.9955,2.9758,27.89
4023,153.6839822,-42.1219425,---,8965,99,3.9,0.085,-1.0,1.051,3.723,0.008,3.798,0.008,3.907,0.01,3.7477,3.7958,3.967,2.9619,32.18
779,39.8706492,0.3285097,---,21699,490,4.042,0.302,-2.0,0.0,3.793,0.014,3.985,0.015,4.183,0.016,3.7389,3.9693,4.285,3.0956,5.02
1520,71.3756267,-3.2546603,---,15569,178,4.0,0.093,-2.0,0.0,3.773,0.009,3.933,0.009,4.106,0.01,3.7388,3.9204,4.1946,3.0585,6.25
4679,184.6093656,-64.0030703,---,15861,180,4.322,0.29,0.5,0.0,3.771,0.011,3.945,0.012,4.125,0.012,3.7332,3.9335,4.2196,3.0652,9.2402
5471,220.4899611,-37.7934983,---,18042,1238,4.5,0.152,-2.0,1.853,3.769,0.012,3.941,0.012,4.126,0.013,3.7319,3.9279,4.2214,3.0636,9.62
3665,138.5910836,2.3142619,---,10241,79,4.128,0.137,0.5,0.0,3.725,0.011,3.841,0.011,3.979,0.012,3.7273,3.8358,4.0542,2.9893,27.0704
4898,193.6484356,-57.1779231,---,19162,1197,4.5,0.073,-2.0,1.853,3.767,0.014,3.945,0.015,4.135,0.016,3.7261,3.9314,4.2327,3.0648,7.87
545,28.3823833,19.2961861,HR0546,10215,44,4.255,0.077,0.5,0.0,3.707,0.011,3.82,0.012,3.957,0.013,3.7134,3.8152,4.0317,2.9708,18.8809
6771,271.8374331,9.5638472,---,8433,68,3.912,0.068,0.266,0.213,3.668,0.008,3.713,0.007,3.792,0.008,3.7122,3.7147,3.8416,2.8873,37.55
5892,237.7040258,4.4777308,---,8417,58,4.0,0.044,0.5,0.0,3.661,0.01,3.701,0.009,3.775,0.01,3.7106,3.7041,3.8237,2.878,46.3
544,28.2704461,29.5788278,---,6318,37,3.531,0.158,-0.122,0.123,3.593,0.012,3.434,0.009,3.335,0.008,3.7055,3.4502,3.3043,2.6307,51.5
5477,220.2871167,13.7284167,HR5478,8998,43,3.885,0.083,-1.0,1.055,3.679,0.008,3.757,0.007,3.866,0.009,3.7033,3.7539,3.9273,2.9195,18.56
5849,235.6856897,26.2956347,---,9498,17,4.0,0.022,-0.303,0.74,3.683,0.008,3.777,0.009,3.9,0.009,3.6979,3.7726,3.9682,2.9343,22.33
3663,137.8196703,-62.3169806,---,16637,927,4.163,0.227,0.5,1.853,3.739,0.013,3.918,0.014,4.102,0.015,3.6954,3.9051,4.1984,3.0348,6.01
4638,182.9129906,-52.3684564,---,15125,131,4.5,0.053,0.497,0.0,3.715,0.014,3.883,0.014,4.059,0.015,3.6833,3.8726,4.1512,3.007,12.4692
2777,110.0307492,21.9823161,---,7100,96,3.464,0.097,0.041,0.176,3.602,0.011,3.535,0.009,3.512,0.012,3.6813,3.5434,3.5154,2.7246,53.7692
2484,101.3223514,12.8955919,---,6556,42,3.615,0.144,-0.015,0.144,3.572,0.013,3.441,0.01,3.363,0.009,3.6749,3.4543,3.342,2.6355,55.56
8518,335.4140642,-1.3873342,---,9998,54,4.0,0.048,0.5,0.0,3.668,0.007,3.781,0.008,3.915,0.009,3.6706,3.7755,3.9887,2.9294,25.8551
8414,331.4459833,-0.31985,---,5036,24,1.5,0.503,-0.121,0.167,3.434,0.009,3.03,0.008,2.759,0.009,3.6706,3.0707,2.6676,2.2363,6.23
6779,271.8856281,28.7624911,---,9498,31,3.487,0.064,-0.085,0.345,3.654,0.009,3.759,0.01,3.886,0.011,3.6552,3.7524,3.9547,2.9077,9.65
1149,56.4566939,24.3677461,---,11970,169,3.955,0.175,0.5,0.344,3.676,0.012,3.821,0.011,3.975,0.011,3.6546,3.8122,4.0573,2.9527,8.51
5020,199.730405,-23.1715142,---,5047,41,3.449,0.626,0.053,0.1,3.423,0.01,3.04,0.008,2.77,0.007,3.648,3.0843,2.6786,2.2388,24.37
7776,305.2528053,-14.7813831,---,5112,28,4.433,0.379,-0.778,0.084,3.459,0.011,3.126,0.009,2.893,0.008,3.6471,3.1631,2.8091,2.3219,8.3966
7950,311.9189692,-9.4957744,---,9069,45,3.5,0.008,-0.506,0.142,3.629,0.006,3.718,0.007,3.835,0.009,3.6406,3.7139,3.8987,2.874,15.7
4520,176.4017464,-66.7287622,---,8151,73,3.558,0.082,0.347,0.242,3.592,0.011,3.628,0.008,3.695,0.009,3.6391,3.6302,3.7381,2.8025,25.65
6629,266.9731656,2.7072778,---,9143,66,3.965,0.072,-0.5,0.482,3.617,0.007,3.698,0.009,3.812,0.011,3.639,3.695,3.8752,2.8602,31.73
6603,265.8681361,4.5673044,---,4656,34,2.536,0.333,0.426,0.163,3.356,0.01,2.844,0.01,2.479,0.011,3.6362,2.9109,2.3601,2.0263,39.2284
6092,244.9351528,46.3133644,---,14106,156,4.338,0.25,0.5,0.0,3.663,0.012,3.825,0.011,3.994,0.013,3.6345,3.8148,4.0828,2.9507,10.61
6561,264.3966658,-15.3985539,---,7464,79,3.493,0.072,0.229,0.212,3.551,0.014,3.517,0.01,3.526,0.01,3.6219,3.5239,3.5429,2.7052,30.98
4390,170.2516922,-54.4910181,---,14924,467,4.5,0.022,0.5,1.39,3.65,0.013,3.816,0.015,3.991,0.016,3.6192,3.8062,4.0828,2.9411,9.12
3571,133.7617842,-60.6446111,---,12520,127,4.234,0.176,0.5,0.0,3.639,0.009,3.786,0.01,3.945,0.01,3.6178,3.7777,4.0292,2.9183,10.2
8585,337.8229222,50.2824911,---,9498,2,4.0,0.047,-0.494,0.371,3.602,0.009,3.695,0.01,3.819,0.011,3.617,3.6909,3.8863,2.8528,31.79
1463,69.0797561,-3.3524603,---,21926,302,4.5,0.113,-2.0,0.0,3.659,0.01,3.849,0.011,4.049,0.012,3.609,3.8346,4.1519,2.9628,4.83
6913,276.9926697,-25.4216986,---,4781,20,2.0,0.218,-0.03,0.029,3.348,0.008,2.885,0.008,2.571,0.008,3.6079,2.9361,2.465,2.0834,41.72
4787,188.3705969,69.7882358,---,14240,487,4.334,0.153,0.5,0.649,3.629,0.012,3.791,0.013,3.961,0.014,3.5988,3.781,4.0505,2.9165,7.0093
5867,236.5468931,15.4218322,---,8741,44,3.603,0.096,0.5,0.239,3.569,0.009,3.641,0.008,3.741,0.009,3.5961,3.6405,3.7988,2.8052,21.03
2540,103.1972453,33.9612547,---,8231,33,3.353,0.07,0.0,0.278,3.558,0.011,3.608,0.008,3.687,0.007,3.5926,3.6076,3.7351,2.7761,17.25
4031,154.1725667,23.4173117,---,6879,90,2.626,0.113,-0.16,0.208,3.508,0.013,3.44,0.01,3.414,0.009,3.5863,3.4481,3.414,2.628,11.9
5511,221.5621889,1.8928844,---,9498,35,3.832,0.116,0.0,0.099,3.566,0.007,3.664,0.008,3.789,0.009,3.5757,3.6589,3.857,2.8181,24.25
4743,187.0099253,-50.2306353,---,17780,860,4.495,0.229,0.5,1.39,3.612,0.012,3.795,0.013,3.987,0.014,3.5687,3.7825,4.0859,2.9124,7.92
4773,188.1167228,-72.1329889,---,14647,823,4.359,0.18,0.5,1.853,3.598,0.009,3.764,0.011,3.936,0.011,3.5668,3.7534,4.0272,2.888,10.04
3873,146.4628056,23.7742558,---,5366,28,2.491,0.251,0.0,0.074,3.368,0.013,3.045,0.011,2.827,0.01,3.5661,3.0772,2.7535,2.2525,13.22
8308,326.0464839,9.8750086,---,4132,39,0.7,0.238,0.262,0.206,3.219,0.015,2.514,0.014,2.034,0.015,3.5655,2.6072,1.8786,1.6606,4.73
7906,309.90953,15.9120733,---,10667,83,4.0,0.054,0.5,0.0,3.57,0.01,3.697,0.011,3.841,0.011,3.5617,3.69,3.9187,2.8383,12.85
8650,340.7505725,30.221245,---,5168,28,2.561,0.717,-0.1,0.208,3.341,0.012,2.981,0.011,2.737,0.01,3.5531,3.0179,2.6536,2.186,16.6308
1038,51.7922947,9.7326761,---,11658,111,4.5,0.012,0.5,0.0,3.559,0.011,3.694,0.012,3.847,0.012,3.5503,3.6871,3.9296,2.8347,16.7914
6380,258.0383153,-43.2391919,---,6672,51,3.107,0.119,-0.009,0.152,3.451,0.01,3.343,0.008,3.284,0.008,3.5459,3.3548,3.2713,2.5363,44.39
4932,195.5441578,10.9591503,---,5067,29,2.749,0.517,0.114,0.165,3.314,0.012,2.921,0.011,2.649,0.011,3.5448,2.9635,2.5583,2.1231,30.211
4133,158.2027986,9.3065858,---,22342,544,4.237,0.328,-0.5,0.067,3.598,0.009,3.791,0.009,3.992,0.009,3.543,3.7753,4.095,2.9019,0.6
2763,109.5232492,16.5403864,---,8510,54,3.742,0.112,0.2,0.298,3.491,0.009,3.547,0.008,3.634,0.009,3.5275,3.5469,3.6868,2.7165,32.6068
1998,86.7389206,-14.82195,---,8783,79,3.997,0.035,0.0,0.371,3.49,0.009,3.555,0.01,3.654,0.012,3.524,3.5542,3.7114,2.7237,46.28
5928,239.2211511,-29.2140725,---,20273,1240,4.5,0.203,-2.0,1.853,3.562,0.011,3.745,0.012,3.94,0.013,3.5176,3.7316,4.0397,2.8628,6.91
5249,209.6697861,-44.8035858,---,18951,1445,4.693,0.371,-2.0,1.853,3.55,0.012,3.726,0.013,3.915,0.015,3.5131,3.7129,4.0125,2.8481,7.63
6588,264.8661919,46.0063333,---,15998,559,4.259,0.247,0.5,1.39,3.552,0.01,3.727,0.011,3.908,0.012,3.5123,3.715,4.0022,2.846,7.17
5854,236.0669764,6.4256286,---,4638,44,2.316,0.511,0.327,0.207,3.232,0.009,2.718,0.008,2.356,0.01,3.5123,2.7827,2.2367,1.9018,44.1
6536,262.6081736,52.3013886,---,5007,23,2.372,0.325,-0.126,0.13,3.269,0.01,2.87,0.008,2.599,0.008,3.4991,2.9116,2.5066,2.0729,8.58
8232,322.8897156,-5.5711756,---,5329,36,1.5,0.233,-0.078,0.173,3.279,0.011,2.946,0.009,2.723,0.009,3.4857,2.9785,2.648,2.1559,6.07
7377,291.3745892,3.1147794,---,7266,80,3.813,0.087,-0.1,0.179,3.405,0.01,3.348,0.008,3.336,0.009,3.4784,3.3557,3.3434,2.5362,64.41
1142,56.2189036,24.1133364,---,12100,103,3.841,0.134,0.5,0.0,3.496,0.01,3.642,0.01,3.797,0.01,3.4714,3.6333,3.8791,2.7723,8.06
3775,143.2143081,51.6773003,---,6358,58,3.808,0.171,-0.159,0.17,3.36,0.01,3.205,0.009,3.108,0.009,3.4709,3.2207,3.0784,2.4007,74.19
6148,247.5549981,21.4896114,---,5119,26,2.412,0.357,0.087,0.099,3.239,0.01,2.854,0.008,2.592,0.008,3.4657,2.8948,2.5044,2.0593,23.44
8450,332.5499386,6.1978633,---,8740,32,3.843,0.081,0.0,0.263,3.435,0.008,3.502,0.008,3.601,0.009,3.4656,3.5004,3.6581,2.6684,35.34
5291,211.0972914,64.3758506,---,9748,46,3.618,0.1,0.5,0.0,3.463,0.009,3.575,0.01,3.706,0.01,3.4608,3.5693,3.7779,2.7212,10.76
5248,209.5677783,-42.1007539,---,17998,1614,5.0,0.284,0.5,1.853,3.488,0.011,3.669,0.012,3.86,0.013,3.4523,3.657,3.9607,2.7903,6.21
1543,72.4600456,6.9612744,---,6554,58,4.205,0.166,0.0,0.171,3.339,0.009,3.198,0.007,3.114,0.006,3.4457,3.2129,3.09,2.3942,123.94
7913,311.2395583,-66.2032142,---,7784,73,3.207,0.055,0.0,0.167,3.396,0.011,3.413,0.008,3.462,0.009,3.4447,3.4155,3.4961,2.5887,24.14
3594,135.906365,47.1565247,---,9211,60,3.452,0.076,-0.5,0.0,3.433,0.009,3.528,0.01,3.649,0.011,3.44,3.5228,3.7143,2.681,9.1
915,46.1991281,53.5064358,---,5316,29,1.088,0.299,-0.768,0.159,3.259,0.013,2.96,0.009,2.756,0.007,3.4331,2.9883,2.6836,2.1604,13.41
1412,67.1655861,15.8708819,---,7979,41,3.568,0.061,0.262,0.165,3.373,0.011,3.394,0.008,3.448,0.007,3.4259,3.397,3.4855,2.5718,21.8125
1567,73.5629003,2.4406731,---,20056,887,4.082,0.158,-2.0,1.631,3.469,0.009,3.653,0.009,3.846,0.01,3.4199,3.6384,3.945,2.7679,3.2945
1931,84.6865806,-2.6000331,---,27173,445,5.0,0.217,-2.0,0.238,3.477,0.011,3.685,0.012,3.9,0.013,3.419,3.6693,4.0113,2.7915,3.04
8675,342.1387431,-51.3168611,---,8349,102,3.335,0.081,-0.5,0.371,3.391,0.008,3.45,0.007,3.54,0.009,3.4174,3.4487,3.591,2.6147,25.7902
804,40.8251628,3.2358164,---,8711,54,4.0,0.046,0.0,0.511,3.378,0.01,3.439,0.01,3.535,0.012,3.4143,3.4387,3.5904,2.6091,40.97
